Tanggal;Provinsi;Kabupaten/Kota;Cuaca Ekstrem;Dampak
2022-04-05;Jawa Barat;Kota Bekasi;Hujan Lebat;Banjir / Genangan, Bangunan Rusak, Gangguan Transportasi
2022-05-15;Jawa Barat;Kota Bekasi;Angin Kencang, Hujan Lebat;Banjir / Genangan
2022-06-02;Jawa Barat;Kota Bekasi;Hujan Lebat;Banjir / Genangan
2022-06-04;Jawa Barat;Kota Bekasi;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2022-07-16;Jawa Barat;Kota Bekasi;Hujan Lebat;Banjir / Genangan
2022-10-07;Jawa Barat;Kota Bekasi;Hujan Lebat;Banjir / Genangan
2022-11-26;Jawa Barat;Kota Bekasi;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi
2022-12-06;Jawa Barat;Kota Bekasi;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2023-01-01;Jawa Barat;Kota Bekasi;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2023-02-09;Jawa Barat;Kota Bekasi;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2023-02-14;Jawa Barat;Kota Bekasi;Hujan Lebat;Tanah Longsor
2023-02-19;Jawa Barat;Kota Bekasi;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2023-04-26;Jawa Barat;Kota Bekasi;Angin Kencang, Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2023-05-08;Jawa Barat;Kota Bekasi;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2023-05-10;Jawa Barat;Kota Bekasi;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2023-11-04;Jawa Barat;Kota Bekasi;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2023-11-05;Jawa Barat;Kota Bekasi;Hujan Lebat;Banjir / Genangan
2024-01-04;Jawa Barat;Kota Bekasi;Hujan Lebat;Banjir / Genangan, Korban Jiwa / Luka
2024-02-12;Jawa Barat;Kota Bekasi;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2024-03-24;Jawa Barat;Kota Bekasi;Angin Kencang, Hujan Lebat, Petir;Banjir / Genangan, Pohon Tumbang, Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka, Gangguan Transportasi
2024-04-12;Jawa Barat;Kota Bekasi;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2024-07-04;Jawa Barat;Kota Bekasi;Hujan Lebat, Petir;Pohon Tumbang
2024-09-25;Jawa Barat;Kota Bekasi;Puting Beliung, Angin Kencang, Hujan Lebat;Bangunan Rusak
2024-11-11;Jawa Barat;Kota Bekasi;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2018-02-05;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan, Tanah Longsor, Korban Jiwa / Luka
2018-02-26;Jawa Barat;Kota Bogor;Angin Kencang;Pohon Tumbang
2018-04-14;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor
2018-04-15;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2018-04-24;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2018-05-08;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2018-06-12;Jawa Barat;Kota Bogor;Puting Beliung, Hujan Es;Bangunan Rusak
2018-06-15;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang
2018-06-24;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan
2018-07-19;Jawa Barat;Kota Bogor;Hujan Lebat;Bangunan Rusak
2018-07-21;Jawa Barat;Kota Bogor;Puting Beliung, Hujan Lebat;Bangunan Rusak
2018-07-22;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang
2018-07-23;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2018-09-02;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2018-09-27;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2018-10-22;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor
2018-11-10;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan, Tanah Longsor, Bangunan Rusak
2018-11-11;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan
2018-11-21;Jawa Barat;Kota Bogor;Hujan Lebat;Bangunan Rusak
2018-12-06;Jawa Barat;Kota Bogor;Puting Beliung;Pohon Tumbang, Bangunan Rusak
2018-12-27;Jawa Barat;Kota Bogor;Puting Beliung;Tidak ada data
2019-01-07;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan
2019-01-12;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2019-01-25;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2019-02-15;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan
2019-02-23;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang
2019-02-23;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat, Hujan Es;
2019-02-25;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Tidak ada data
2019-02-26;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2019-02-28;Jawa Barat;Kota Bogor;Angin Kencang, Petir;Pohon Tumbang, Bangunan Rusak
2019-02-28;Jawa Barat;Kota Bogor;Angin Kencang, Petir;Banjir / Genangan
2019-03-20;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor
2019-04-02;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2019-04-04;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2019-04-05;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor, Gangguan Transportasi
2019-04-09;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor
2019-04-25;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan
2019-04-26;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Tanah Longsor
2019-04-27;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan
2019-04-30;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2019-05-03;Jawa Barat;Kota Bogor;Hujan Lebat;Pohon Tumbang
2019-05-05;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Es;Pohon Tumbang
2019-05-06;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan
2019-06-30;Jawa Barat;Kota Bogor;Suhu Ekstrem;Tidak ada data
2019-07-06;Jawa Barat;Kota Bogor;Suhu Ekstrem;Tidak ada data
2019-07-07;Jawa Barat;Kota Bogor;Suhu Ekstrem;Tidak ada data
2019-08-28;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan, Tanah Longsor, Bangunan Rusak
2019-09-18;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2019-09-26;Jawa Barat;Kota Bogor;Hujan Lebat;Tidak ada data
2019-10-08;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2019-10-12;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang
2019-10-15;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak, Korban Jiwa / Luka
2019-10-26;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat, Hujan Es;Pohon Tumbang
2019-11-11;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang
2019-11-15;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang
2019-12-06;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan
2019-12-08;Jawa Barat;Kota Bogor;Puting Beliung;Bangunan Rusak
2020-02-24;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2020-03-01;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor
2020-03-14;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Tanah Longsor
2020-03-25;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2020-03-30;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2020-03-31;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan
2020-04-05;Jawa Barat;Kota Bogor;Angin Kencang;Pohon Tumbang
2020-04-06;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor
2020-04-17;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan, Bangunan Rusak
2020-04-18;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan
2020-05-11;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan
2020-05-18;Jawa Barat;Kota Bogor;Hujan Lebat;Bangunan Rusak
2020-05-19;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan, Tanah Longsor, Bangunan Rusak
2020-05-27;Jawa Barat;Kota Bogor;Angin Kencang;Pohon Tumbang
2020-05-29;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat, Hujan Es;Pohon Tumbang, Bangunan Rusak
2020-06-02;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2020-06-05;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan, Bangunan Rusak
2020-08-18;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan
2020-09-03;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan
2020-09-14;Jawa Barat;Kota Bogor;Angin Kencang;Bangunan Rusak
2020-09-17;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2020-09-23;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Es;Pohon Tumbang, Bangunan Rusak
2020-09-24;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2020-09-26;Jawa Barat;Kota Bogor;Angin Kencang;Pohon Tumbang
2020-09-27;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2020-10-15;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang
2020-10-24;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan
2020-10-24;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2020-10-25;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan
2020-11-02;Jawa Barat;Kota Bogor;Angin Kencang;Pohon Tumbang
2020-11-14;Jawa Barat;Kota Bogor;Puting Beliung;Pohon Tumbang, Bangunan Rusak
2020-11-15;Jawa Barat;Kota Bogor;Angin Kencang;Pohon Tumbang, Bangunan Rusak
2021-02-04;Jawa Barat;Kota Bogor;Angin Kencang;Pohon Tumbang, Bangunan Rusak
2021-02-07;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor
2021-05-24;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor
2021-06-08;Jawa Barat;Kota Bogor;Angin Kencang;Pohon Tumbang
2021-06-15;Jawa Barat;Kota Bogor;Angin Kencang;Pohon Tumbang
2021-09-15;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang
2021-10-17;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2021-10-17;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2021-10-19;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Tanah Longsor
2021-11-03;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor
2021-11-07;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan, Bangunan Rusak, Gangguan Transportasi
2022-01-03;Jawa Barat;Kota Bogor;Angin Kencang;Bangunan Rusak
2022-01-24;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2022-03-07;Jawa Barat;Kota Bogor;Angin Kencang;Pohon Tumbang
2022-04-15;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2022-04-15;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor
2022-04-18;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2022-05-02;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor
2022-05-04;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan
2022-05-20;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor, Gangguan Transportasi
2022-06-13;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2022-07-15;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Banjir / Genangan, Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka, Gangguan Transportasi
2022-07-25;Jawa Barat;Kota Bogor;Angin Kencang;Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi
2022-07-26;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka
2022-08-13;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Tanah Longsor, Bangunan Rusak
2022-08-27;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan
2022-08-29;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan, Tanah Longsor, Bangunan Rusak
2022-08-29;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan
2022-09-03;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2022-09-04;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Tanah Longsor, Bangunan Rusak
2022-09-06;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2022-09-11;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2022-09-16;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2022-09-23;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang
2022-10-04;Jawa Barat;Kota Bogor;Hujan Lebat;Pohon Tumbang, Tanah Longsor, Bangunan Rusak
2022-10-09;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka
2022-10-11;Jawa Barat;Kota Bogor;Puting Beliung, Angin Kencang, Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka
2022-10-12;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2022-10-12;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2022-10-12;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang
2022-10-25;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak, Korban Jiwa / Luka
2022-11-02;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan
2022-11-03;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2022-11-03;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Tanah Longsor
2022-11-13;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2022-11-13;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Banjir / Genangan, Tanah Longsor
2022-12-06;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor, Gangguan Transportasi
2022-12-27;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak, Gangguan Transportasi
2023-01-01;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang
2023-02-09;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2023-02-12;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2023-03-10;Jawa Barat;Kota Bogor;Hujan Lebat;Bangunan Rusak
2023-03-13;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan
2023-03-14;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka, Gangguan Transportasi
2023-03-15;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka
2023-03-24;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang
2023-04-19;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan, Tanah Longsor, Gangguan Transportasi
2023-05-03;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan, Bangunan Rusak
2023-05-07;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2023-06-03;Jawa Barat;Kota Bogor;Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2023-06-19;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2023-06-19;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2023-06-25;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Tanah Longsor, Gangguan Transportasi
2023-06-28;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2023-07-07;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor, Korban Jiwa / Luka
2023-08-27;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2023-09-17;Jawa Barat;Kota Bogor;Angin Kencang;Bangunan Rusak
2023-10-09;Jawa Barat;Kota Bogor;Angin Kencang;Pohon Tumbang, Gangguan Transportasi
2023-10-26;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi
2023-10-31;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat, Hujan Es;Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi
2023-11-01;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Tanah Longsor, Korban Jiwa / Luka, Gangguan Transportasi
2023-11-03;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi
2023-11-08;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan
2023-11-09;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat, Petir;Pohon Tumbang, Bangunan Rusak, Korban Jiwa / Luka, Gangguan Transportasi
2023-11-09;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Tanah Longsor, Bangunan Rusak
2023-11-11;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan, Tanah Longsor, Bangunan Rusak, Gangguan Transportasi
2023-11-13;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi
2023-11-16;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Banjir / Genangan, Tanah Longsor, Bangunan Rusak, Gangguan Transportasi
2023-11-17;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Tanah Longsor, Bangunan Rusak, Gangguan Transportasi
2023-11-21;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Tanah Longsor, Bangunan Rusak, Gangguan Transportasi
2023-11-24;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2023-11-26;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Tanah Longsor, Bangunan Rusak
2023-11-29;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan
2023-11-30;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Banjir / Genangan, Bangunan Rusak, Korban Jiwa / Luka, Gangguan Transportasi
2023-12-01;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2023-12-07;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2023-12-09;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi
2023-12-11;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2023-12-30;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Tanah Longsor, Bangunan Rusak
2024-01-02;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2024-01-03;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2024-01-08;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Tanah Longsor, Bangunan Rusak, Gangguan Transportasi
2024-01-26;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat, Petir;Tanah Longsor, Bangunan Rusak
2024-01-26;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2024-01-31;Jawa Barat;Kota Bogor;Hujan Lebat;Pohon Tumbang, Tanah Longsor
2024-02-15;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor, Gangguan Transportasi
2024-02-18;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi
2024-02-18;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor, Korban Jiwa / Luka
2024-02-18;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan, Tanah Longsor, Bangunan Rusak
2024-02-18;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2024-03-08;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor
2024-03-14;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor
2024-03-29;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor, Gangguan Transportasi
2024-04-11;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat, Petir;Pohon Tumbang, Gangguan Transportasi
2024-04-26;Jawa Barat;Kota Bogor;Hujan Lebat;Bangunan Rusak
2024-05-16;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2024-05-24;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2024-06-12;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Korban Jiwa / Luka
2024-07-01;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2024-08-02;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2024-08-02;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi
2024-09-02;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak, Korban Jiwa / Luka, Gangguan Transportasi
2024-09-10;Jawa Barat;Kota Bogor;Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2024-10-02;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak, Korban Jiwa / Luka
2024-10-03;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak, Korban Jiwa / Luka
2024-10-04;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat, Petir;
2024-10-05;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan, Tanah Longsor, Bangunan Rusak
2024-10-13;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2024-10-14;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2024-10-15;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Banjir / Genangan, Tanah Longsor, Bangunan Rusak, Gangguan Transportasi
2024-10-31;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi
2024-11-01;Jawa Barat;Kota Bogor;Angin Kencang;Pohon Tumbang, Korban Jiwa / Luka
2024-11-05;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Tanah Longsor, Bangunan Rusak, Gangguan Transportasi
2024-11-07;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2024-11-07;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2024-11-07;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2024-11-19;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi
2024-11-20;Jawa Barat;Kota Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2024-11-20;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor
2024-11-26;Jawa Barat;Kota Bogor;Hujan Lebat;Banjir / Genangan
2024-12-02;Jawa Barat;Kota Bogor;Hujan Lebat;Tanah Longsor, Korban Jiwa / Luka
2018-10-30;Jawa Barat;Kota Cimahi;Hujan Lebat;Banjir / Genangan
2018-12-15;Jawa Barat;Kota Cimahi;Hujan Lebat;Banjir / Genangan
2019-04-26;Jawa Barat;Kota Cimahi;Hujan Lebat;Banjir / Genangan, Tanah Longsor, Korban Jiwa / Luka
2019-09-16;Jawa Barat;Kota Cimahi;Puting Beliung;Bangunan Rusak
2019-09-18;Jawa Barat;Kota Cimahi;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2019-09-20;Jawa Barat;Kota Cimahi;Puting Beliung;Bangunan Rusak
2019-11-19;Jawa Barat;Kota Cimahi;Angin Kencang, Hujan Lebat;Bangunan Rusak
2020-04-16;Jawa Barat;Kota Cimahi;Hujan Lebat;Banjir / Genangan
2020-04-21;Jawa Barat;Kota Cimahi;Hujan Lebat;Banjir / Genangan, Korban Jiwa / Luka
2020-05-10;Jawa Barat;Kota Cimahi;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2020-11-13;Jawa Barat;Kota Cimahi;Puting Beliung;Bangunan Rusak
2021-03-06;Jawa Barat;Kota Cimahi;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2021-07-01;Jawa Barat;Kota Cimahi;Angin Kencang, Hujan Lebat, Hujan Es;Banjir / Genangan
