kabupaten/kota;tahun;hasil_panen;status_panen;info_cuaca
Kota Sukabumi;2018;14436,5;Data Awal;Aman / Tidak tercatat
Kota Sukabumi;2019;15103,37;NAIK (+667 ton);Cuaca: Angin Kencang, Hujan Lebat (1x), Puting Beliung (1x), Hujan Lebat (1x) | Dampak: Pohon Tumbang, Bangunan Rusak (2x), Tanah Longsor, Bangunan Rusak (1x)
Kota Sukabumi;2020;14532,67;TURUN (-571 ton);Cuaca: Hujan Lebat (1x), Puting Beliung, Angin Kencang, Hujan Lebat, Petir (1x), Angin Kencang, Hujan Lebat (1x) | Dampak: Banjir / Genangan (1x), Pohon Tumbang, Bangunan Rusak (1x), Tanah Longsor (1x)
Kota Sukabumi;2021;15123,41;NAIK (+591 ton);Cuaca: Hujan Lebat (23x), Angin Kencang, Hujan Lebat (23x), Angin Kencang (4x), Puting Beliung (3x), Puting Beliung, Hujan Lebat (2x) | Dampak: Bangunan Rusak (16x), Tanah Longsor, Bangunan Rusak (9x), Pohon Tumbang, Bangunan Rusak (8x), Tanah Longsor (7x), Banjir / Genangan (4x), Pohon Tumbang (3x), Banjir / Genangan, Tanah Longsor, Bangunan Rusak (2x), Banjir / Genangan, Pohon Tumbang, Tanah Longsor, Bangunan Rusak (1x), Tanah Longsor, Gangguan Transportasi (1x), Korban Jiwa / Luka (1x), Banjir / Genangan, Pohon Tumbang, Bangunan Rusak (1x), Banjir / Genangan, Tanah Longsor, Bangunan Rusak, Gangguan Transportasi (1x), Banjir / Genangan, Tanah Longsor (1x)
Kota Sukabumi;2022;13254,34;TURUN (-1.869 ton);Cuaca: Hujan Lebat (48x), Angin Kencang, Hujan Lebat (21x), Angin Kencang (8x), Puting Beliung (4x), Puting Beliung, Hujan Lebat (3x), Puting Beliung, Angin Kencang, Hujan Lebat (2x), Angin Kencang, Hujan Lebat, Petir (2x), Hujan Lebat, Petir (1x) | Dampak: Bangunan Rusak (18x), Tanah Longsor (12x), Tanah Longsor, Bangunan Rusak (11x), Pohon Tumbang, Bangunan Rusak (7x), Banjir / Genangan (5x), Pohon Tumbang (5x), Tanah Longsor, Gangguan Transportasi (3x), Banjir / Genangan, Tanah Longsor (3x), Banjir / Genangan, Tanah Longsor, Bangunan Rusak (3x), Banjir / Genangan, Gangguan Transportasi (3x), Banjir / Genangan, Pohon Tumbang, Tanah Longsor (2x), Pohon Tumbang, Gangguan Transportasi (2x), Korban Jiwa / Luka (2x), Pohon Tumbang, Tanah Longsor, Gangguan Transportasi (2x), Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka (2x), Tanah Longsor, Bangunan Rusak, Gangguan Transportasi (1x), Bangunan Rusak, Korban Jiwa / Luka (1x), Tidak ada data (1x), Tanah Longsor, Korban Jiwa / Luka (1x), Pohon Tumbang, Bangunan Rusak, Korban Jiwa / Luka (1x), Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi (1x), Banjir / Genangan, Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka, Gangguan Transportasi (1x), Banjir / Genangan, Pohon Tumbang, Bangunan Rusak (1x), Banjir / Genangan, Tanah Longsor, Gangguan Transportasi (1x)
Kota Sukabumi;2023;16187,08;NAIK (+2.933 ton);Cuaca: Hujan Lebat (23x), Angin Kencang, Hujan Lebat (19x), Puting Beliung (6x), Angin Kencang (4x), Puting Beliung, Hujan Lebat (2x), Angin Kencang, Hujan Lebat, Petir (1x), Puting Beliung, Angin Kencang, Hujan Lebat (1x), Hujan Lebat, Petir (1x) | Dampak: Bangunan Rusak (11x), Pohon Tumbang, Bangunan Rusak (6x), Pohon Tumbang (6x), Tanah Longsor, Bangunan Rusak (6x), Banjir / Genangan, Gangguan Transportasi (4x), Tanah Longsor (4x), Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi (3x), Banjir / Genangan (2x), Pohon Tumbang, Gangguan Transportasi (2x), Banjir / Genangan, Tanah Longsor, Gangguan Transportasi (2x), Tanah Longsor, Gangguan Transportasi (2x), Banjir / Genangan, Tanah Longsor (1x), Bangunan Rusak, Gangguan Transportasi (1x), Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka (1x), Gangguan Transportasi (1x), Tanah Longsor, Bangunan Rusak, Gangguan Transportasi (1x), Korban Jiwa / Luka (1x), Pohon Tumbang, Tanah Longsor, Bangunan Rusak (1x), Banjir / Genangan, Pohon Tumbang, Bangunan Rusak (1x), Banjir / Genangan, Bangunan Rusak (1x)
Kota Sukabumi;2024;13693,1;TURUN (-2.494 ton);Cuaca: Hujan Lebat (27x), Angin Kencang, Hujan Lebat (9x), Angin Kencang (5x), Hujan Lebat, Petir (2x), Puting Beliung, Angin Kencang, Hujan Lebat (2x), Petir (1x), Puting Beliung (1x), Puting Beliung, Hujan Lebat (1x) | Dampak: Bangunan Rusak (6x), Tanah Longsor, Gangguan Transportasi (5x), Banjir / Genangan, Tanah Longsor (4x), Banjir / Genangan (3x), Tanah Longsor, Bangunan Rusak (3x), Banjir / Genangan, Tanah Longsor, Gangguan Transportasi (3x), Pohon Tumbang, Gangguan Transportasi (2x), Korban Jiwa / Luka (2x), Bangunan Rusak, Gangguan Transportasi (2x), Tanah Longsor (2x), Pohon Tumbang (2x), Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka (2x), Tanah Longsor, Korban Jiwa / Luka, Gangguan Transportasi (1x), Tanah Longsor, Bangunan Rusak, Gangguan Transportasi (1x), Banjir / Genangan, Bangunan Rusak (1x), Banjir / Genangan, Tanah Longsor, Korban Jiwa / Luka (1x), Pohon Tumbang, Tanah Longsor, Bangunan Rusak (1x), Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi (1x), Banjir / Genangan, Pohon Tumbang, Tanah Longsor, Bangunan Rusak, Gangguan Transportasi (1x), Tanah Longsor, Korban Jiwa / Luka (1x), Banjir / Genangan, Gangguan Transportasi (1x), Banjir / Genangan, Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka, Gangguan Transportasi (1x), Banjir / Genangan, Tanah Longsor, Bangunan Rusak, Gangguan Transportasi (1x), Banjir / Genangan, Pohon Tumbang, Tanah Longsor, Gangguan Transportasi (1x)
Sukabumi;2018;525859,03;Data Awal;Aman / Tidak tercatat
Sukabumi;2019;468764,28;TURUN (-57.095 ton);Cuaca: Angin Kencang, Hujan Lebat (1x), Puting Beliung (1x), Hujan Lebat (1x) | Dampak: Pohon Tumbang, Bangunan Rusak (2x), Tanah Longsor, Bangunan Rusak (1x)
Sukabumi;2020;521459,3;NAIK (+52.695 ton);Cuaca: Hujan Lebat (1x), Puting Beliung, Angin Kencang, Hujan Lebat, Petir (1x), Angin Kencang, Hujan Lebat (1x) | Dampak: Banjir / Genangan (1x), Pohon Tumbang, Bangunan Rusak (1x), Tanah Longsor (1x)
Sukabumi;2021;492926,27;TURUN (-28.533 ton);Cuaca: Hujan Lebat (23x), Angin Kencang, Hujan Lebat (23x), Angin Kencang (4x), Puting Beliung (3x), Puting Beliung, Hujan Lebat (2x) | Dampak: Bangunan Rusak (16x), Tanah Longsor, Bangunan Rusak (9x), Pohon Tumbang, Bangunan Rusak (8x), Tanah Longsor (7x), Banjir / Genangan (4x), Pohon Tumbang (3x), Banjir / Genangan, Tanah Longsor, Bangunan Rusak (2x), Banjir / Genangan, Pohon Tumbang, Tanah Longsor, Bangunan Rusak (1x), Tanah Longsor, Gangguan Transportasi (1x), Korban Jiwa / Luka (1x), Banjir / Genangan, Pohon Tumbang, Bangunan Rusak (1x), Banjir / Genangan, Tanah Longsor, Bangunan Rusak, Gangguan Transportasi (1x), Banjir / Genangan, Tanah Longsor (1x)
Sukabumi;2022;508220,5;NAIK (+15.294 ton);Cuaca: Hujan Lebat (48x), Angin Kencang, Hujan Lebat (21x), Angin Kencang (8x), Puting Beliung (4x), Puting Beliung, Hujan Lebat (3x), Puting Beliung, Angin Kencang, Hujan Lebat (2x), Angin Kencang, Hujan Lebat, Petir (2x), Hujan Lebat, Petir (1x) | Dampak: Bangunan Rusak (18x), Tanah Longsor (12x), Tanah Longsor, Bangunan Rusak (11x), Pohon Tumbang, Bangunan Rusak (7x), Banjir / Genangan (5x), Pohon Tumbang (5x), Tanah Longsor, Gangguan Transportasi (3x), Banjir / Genangan, Tanah Longsor (3x), Banjir / Genangan, Tanah Longsor, Bangunan Rusak (3x), Banjir / Genangan, Gangguan Transportasi (3x), Banjir / Genangan, Pohon Tumbang, Tanah Longsor (2x), Pohon Tumbang, Gangguan Transportasi (2x), Korban Jiwa / Luka (2x), Pohon Tumbang, Tanah Longsor, Gangguan Transportasi (2x), Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka (2x), Tanah Longsor, Bangunan Rusak, Gangguan Transportasi (1x), Bangunan Rusak, Korban Jiwa / Luka (1x), Tidak ada data (1x), Tanah Longsor, Korban Jiwa / Luka (1x), Pohon Tumbang, Bangunan Rusak, Korban Jiwa / Luka (1x), Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi (1x), Banjir / Genangan, Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka, Gangguan Transportasi (1x), Banjir / Genangan, Pohon Tumbang, Bangunan Rusak (1x), Banjir / Genangan, Tanah Longsor, Gangguan Transportasi (1x)
Sukabumi;2023;512391,6;NAIK (+4.171 ton);Cuaca: Hujan Lebat (23x), Angin Kencang, Hujan Lebat (19x), Puting Beliung (6x), Angin Kencang (4x), Puting Beliung, Hujan Lebat (2x), Angin Kencang, Hujan Lebat, Petir (1x), Puting Beliung, Angin Kencang, Hujan Lebat (1x), Hujan Lebat, Petir (1x) | Dampak: Bangunan Rusak (11x), Pohon Tumbang, Bangunan Rusak (6x), Pohon Tumbang (6x), Tanah Longsor, Bangunan Rusak (6x), Banjir / Genangan, Gangguan Transportasi (4x), Tanah Longsor (4x), Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi (3x), Banjir / Genangan (2x), Pohon Tumbang, Gangguan Transportasi (2x), Banjir / Genangan, Tanah Longsor, Gangguan Transportasi (2x), Tanah Longsor, Gangguan Transportasi (2x), Banjir / Genangan, Tanah Longsor (1x), Bangunan Rusak, Gangguan Transportasi (1x), Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka (1x), Gangguan Transportasi (1x), Tanah Longsor, Bangunan Rusak, Gangguan Transportasi (1x), Korban Jiwa / Luka (1x), Pohon Tumbang, Tanah Longsor, Bangunan Rusak (1x), Banjir / Genangan, Pohon Tumbang, Bangunan Rusak (1x), Banjir / Genangan, Bangunan Rusak (1x)
Sukabumi;2024;466835,9;TURUN (-45.556 ton);Cuaca: Hujan Lebat (27x), Angin Kencang, Hujan Lebat (9x), Angin Kencang (5x), Hujan Lebat, Petir (2x), Puting Beliung, Angin Kencang, Hujan Lebat (2x), Petir (1x), Puting Beliung (1x), Puting Beliung, Hujan Lebat (1x) | Dampak: Bangunan Rusak (6x), Tanah Longsor, Gangguan Transportasi (5x), Banjir / Genangan, Tanah Longsor (4x), Banjir / Genangan (3x), Tanah Longsor, Bangunan Rusak (3x), Banjir / Genangan, Tanah Longsor, Gangguan Transportasi (3x), Pohon Tumbang, Gangguan Transportasi (2x), Korban Jiwa / Luka (2x), Bangunan Rusak, Gangguan Transportasi (2x), Tanah Longsor (2x), Pohon Tumbang (2x), Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka (2x), Tanah Longsor, Korban Jiwa / Luka, Gangguan Transportasi (1x), Tanah Longsor, Bangunan Rusak, Gangguan Transportasi (1x), Banjir / Genangan, Bangunan Rusak (1x), Banjir / Genangan, Tanah Longsor, Korban Jiwa / Luka (1x), Pohon Tumbang, Tanah Longsor, Bangunan Rusak (1x), Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi (1x), Banjir / Genangan, Pohon Tumbang, Tanah Longsor, Bangunan Rusak, Gangguan Transportasi (1x), Tanah Longsor, Korban Jiwa / Luka (1x), Banjir / Genangan, Gangguan Transportasi (1x), Banjir / Genangan, Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka, Gangguan Transportasi (1x), Banjir / Genangan, Tanah Longsor, Bangunan Rusak, Gangguan Transportasi (1x), Banjir / Genangan, Pohon Tumbang, Tanah Longsor, Gangguan Transportasi (1x)
Sumedang;2018;330508,46;Data Awal;Cuaca: Puting Beliung (2x) | Dampak: Pohon Tumbang, Bangunan Rusak (2x)
Sumedang;2019;302668,85;TURUN (-27.840 ton);Cuaca: Hujan Lebat (3x), Suhu Ekstrem (2x), Puting Beliung, Hujan Lebat (1x) | Dampak: Banjir / Genangan (3x), Tidak ada data (2x), Bangunan Rusak (1x)
Sumedang;2020;307178;NAIK (+4.509 ton);Cuaca: Hujan Lebat (6x), Angin Kencang (1x), Angin Kencang, Hujan Lebat (1x) | Dampak: Tanah Longsor (2x), Banjir / Genangan, Tanah Longsor, Korban Jiwa / Luka (1x), Gangguan Transportasi (1x), Pohon Tumbang, Tanah Longsor, Gangguan Transportasi (1x), Banjir / Genangan, Tanah Longsor (1x), Banjir / Genangan, Pohon Tumbang, Bangunan Rusak (1x), Tanah Longsor, Bangunan Rusak (1x)
Sumedang;2021;262037,84;TURUN (-45.140 ton);Cuaca: Hujan Lebat (9x), Angin Kencang, Hujan Lebat (2x) | Dampak: Pohon Tumbang (3x), Banjir / Genangan (2x), Banjir / Genangan, Tanah Longsor, Korban Jiwa / Luka (2x), Tanah Longsor, Gangguan Transportasi (1x), Bangunan Rusak (1x), Tanah Longsor, Bangunan Rusak (1x), Tanah Longsor (1x)
Sumedang;2022;298163;NAIK (+36.125 ton);Cuaca: Hujan Lebat (15x), Angin Kencang, Hujan Lebat (6x) | Dampak: Bangunan Rusak (4x), Tanah Longsor (4x), Banjir / Genangan (4x), Banjir / Genangan, Gangguan Transportasi (2x), Tanah Longsor, Gangguan Transportasi (2x), Pohon Tumbang, Bangunan Rusak (1x), Tanah Longsor, Bangunan Rusak (1x), Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka (1x), Pohon Tumbang, Korban Jiwa / Luka (1x), Tanah Longsor, Korban Jiwa / Luka (1x)
Sumedang;2023;287112,5;TURUN (-11.050 ton);Cuaca: Hujan Lebat (10x), Angin Kencang, Hujan Lebat (8x), Puting Beliung (1x), Petir (1x), Puting Beliung, Hujan Lebat (1x), Angin Kencang, Hujan Lebat, Petir (1x), Hujan Lebat, Petir (1x) | Dampak: Bangunan Rusak (6x), Tanah Longsor, Gangguan Transportasi (4x), Tanah Longsor, Bangunan Rusak (2x), Pohon Tumbang (2x), Korban Jiwa / Luka (2x), Banjir / Genangan, Gangguan Transportasi (1x), Pohon Tumbang, Tanah Longsor (1x), Banjir / Genangan (1x), Banjir / Genangan, Tanah Longsor, Korban Jiwa / Luka, Gangguan Transportasi (1x), Pohon Tumbang, Gangguan Transportasi (1x), Tanah Longsor (1x), Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi (1x)
Sumedang;2024;271869;TURUN (-15.244 ton);Cuaca: Hujan Lebat (8x), Angin Kencang, Hujan Lebat (4x), Puting Beliung (1x), Angin Kencang (1x) | Dampak: Bangunan Rusak (4x), Pohon Tumbang, Gangguan Transportasi (2x), Banjir / Genangan, Gangguan Transportasi (2x), Banjir / Genangan, Pohon Tumbang, Tanah Longsor (1x), Tanah Longsor (1x), Tanah Longsor, Gangguan Transportasi (1x), Banjir / Genangan, Tanah Longsor (1x), Banjir / Genangan (1x), Pohon Tumbang, Tanah Longsor, Gangguan Transportasi (1x)
Kota Tasikmalaya;2018;46943,05;Data Awal;Cuaca: Angin Kencang, Hujan Lebat (5x), Hujan Lebat (5x) | Dampak: Pohon Tumbang, Bangunan Rusak (2x), Tanah Longsor (2x), Bangunan Rusak (1x), Banjir / Genangan (1x), Banjir / Genangan, Bangunan Rusak (1x), Banjir / Genangan, Pohon Tumbang, Bangunan Rusak (1x), Banjir / Genangan, Tanah Longsor (1x), Pohon Tumbang (1x)
Kota Tasikmalaya;2019;37041,64;TURUN (-9.901 ton);Cuaca: Hujan Lebat (2x), Suhu Ekstrem (1x) | Dampak: Banjir / Genangan (1x), Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka (1x), Tidak ada data (1x)
Kota Tasikmalaya;2020;36349,8;TURUN (-692 ton);Cuaca: Hujan Lebat (16x), Angin Kencang, Hujan Lebat (2x), Angin Kencang, Hujan Lebat, Petir (1x), Petir (1x), Puting Beliung, Angin Kencang, Hujan Lebat (1x), Puting Beliung (1x) | Dampak: Tanah Longsor (5x), Banjir / Genangan (3x), Banjir / Genangan, Tanah Longsor (3x), Pohon Tumbang, Bangunan Rusak (2x), Banjir / Genangan, Tanah Longsor, Bangunan Rusak (2x), Bangunan Rusak (2x), Pohon Tumbang, Korban Jiwa / Luka (1x), Korban Jiwa / Luka (1x), Tidak ada data (1x), Tanah Longsor, Bangunan Rusak (1x), Pohon Tumbang (1x)
Kota Tasikmalaya;2021;49118,08;NAIK (+12.768 ton);Cuaca: Angin Kencang, Hujan Lebat (7x), Hujan Lebat (6x), Puting Beliung (2x), Angin Kencang, Hujan Lebat, Petir (1x), Angin Kencang (1x), Angin Kencang, Hujan Lebat, Hujan Es (1x), Hujan Lebat, Petir (1x) | Dampak: Pohon Tumbang, Bangunan Rusak (5x), Pohon Tumbang (4x), Tanah Longsor (3x), Pohon Tumbang, Tanah Longsor, Bangunan Rusak (1x), Tanah Longsor, Gangguan Transportasi (1x), Pohon Tumbang, Tanah Longsor (1x), Banjir / Genangan (1x), Tanah Longsor, Bangunan Rusak (1x), Banjir / Genangan, Tanah Longsor (1x), Korban Jiwa / Luka (1x)
Kota Tasikmalaya;2022;54233,66;NAIK (+5.116 ton);Cuaca: Hujan Lebat (13x), Angin Kencang, Hujan Lebat (6x), Angin Kencang, Hujan Lebat, Petir (1x), Angin Kencang, Hujan Lebat, Hujan Es (1x), Angin Kencang (1x) | Dampak: Pohon Tumbang, Bangunan Rusak (4x), Pohon Tumbang (3x), Tanah Longsor, Gangguan Transportasi (3x), Banjir / Genangan, Gangguan Transportasi (2x), Banjir / Genangan (2x), Tanah Longsor (2x), Tanah Longsor, Bangunan Rusak, Gangguan Transportasi (1x), Banjir / Genangan, Tanah Longsor (1x), Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka (1x), Tanah Longsor, Korban Jiwa / Luka (1x), Banjir / Genangan, Bangunan Rusak (1x), Pohon Tumbang, Gangguan Transportasi (1x)
Kota Tasikmalaya;2023;39968,81;TURUN (-14.265 ton);Cuaca: Hujan Lebat (11x), Angin Kencang, Hujan Lebat (4x), Hujan Lebat, Petir (1x) | Dampak: Banjir / Genangan (3x), Bangunan Rusak (2x), Tanah Longsor, Gangguan Transportasi (1x), Banjir / Genangan, Tanah Longsor (1x), Tanah Longsor (1x), Banjir / Genangan, Tanah Longsor, Bangunan Rusak, Gangguan Transportasi (1x), Tanah Longsor, Korban Jiwa / Luka (1x), Tanah Longsor, Bangunan Rusak (1x), Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi (1x), Pohon Tumbang, Gangguan Transportasi (1x), Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka (1x), Banjir / Genangan, Tanah Longsor, Bangunan Rusak (1x), Pohon Tumbang, Bangunan Rusak (1x)
Kota Tasikmalaya;2024;35403,54;TURUN (-4.565 ton);Cuaca: Hujan Lebat (13x), Angin Kencang, Hujan Lebat (5x), Hujan Lebat, Petir (3x), Angin Kencang, Hujan Lebat, Petir (1x), Puting Beliung, Angin Kencang, Hujan Lebat, Petir (1x) | Dampak: Pohon Tumbang, Bangunan Rusak (3x), Banjir / Genangan, Gangguan Transportasi (3x), Tanah Longsor, Bangunan Rusak (2x), Tanah Longsor, Gangguan Transportasi (2x), Tanah Longsor (2x), Banjir / Genangan, Bangunan Rusak, Gangguan Transportasi (1x), Banjir / Genangan, Pohon Tumbang, Tanah Longsor, Bangunan Rusak, Gangguan Transportasi (1x), Tanah Longsor, Korban Jiwa / Luka, Gangguan Transportasi (1x), Bangunan Rusak, Gangguan Transportasi (1x), Bangunan Rusak (1x), Pohon Tumbang, Tanah Longsor, Gangguan Transportasi (1x), Banjir / Genangan, Bangunan Rusak (1x), Banjir / Genangan, Tanah Longsor (1x), Banjir / Genangan, Pohon Tumbang (1x), Banjir / Genangan, Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi (1x), Pohon Tumbang, Gangguan Transportasi (1x)
Tasikmalaya;2018;510048,82;Data Awal;Cuaca: Angin Kencang, Hujan Lebat (5x), Hujan Lebat (5x) | Dampak: Pohon Tumbang, Bangunan Rusak (2x), Tanah Longsor (2x), Bangunan Rusak (1x), Banjir / Genangan (1x), Banjir / Genangan, Bangunan Rusak (1x), Banjir / Genangan, Pohon Tumbang, Bangunan Rusak (1x), Banjir / Genangan, Tanah Longsor (1x), Pohon Tumbang (1x)
Tasikmalaya;2019;441241,69;TURUN (-68.807 ton);Cuaca: Hujan Lebat (2x), Suhu Ekstrem (1x) | Dampak: Banjir / Genangan (1x), Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka (1x), Tidak ada data (1x)
Tasikmalaya;2020;444358,2;NAIK (+3.117 ton);Cuaca: Hujan Lebat (16x), Angin Kencang, Hujan Lebat (2x), Angin Kencang, Hujan Lebat, Petir (1x), Petir (1x), Puting Beliung, Angin Kencang, Hujan Lebat (1x), Puting Beliung (1x) | Dampak: Tanah Longsor (5x), Banjir / Genangan (3x), Banjir / Genangan, Tanah Longsor (3x), Pohon Tumbang, Bangunan Rusak (2x), Banjir / Genangan, Tanah Longsor, Bangunan Rusak (2x), Bangunan Rusak (2x), Pohon Tumbang, Korban Jiwa / Luka (1x), Korban Jiwa / Luka (1x), Tidak ada data (1x), Tanah Longsor, Bangunan Rusak (1x), Pohon Tumbang (1x)
Tasikmalaya;2021;445909,19;NAIK (+1.551 ton);Cuaca: Angin Kencang, Hujan Lebat (7x), Hujan Lebat (6x), Puting Beliung (2x), Angin Kencang, Hujan Lebat, Petir (1x), Angin Kencang (1x), Angin Kencang, Hujan Lebat, Hujan Es (1x), Hujan Lebat, Petir (1x) | Dampak: Pohon Tumbang, Bangunan Rusak (5x), Pohon Tumbang (4x), Tanah Longsor (3x), Pohon Tumbang, Tanah Longsor, Bangunan Rusak (1x), Tanah Longsor, Gangguan Transportasi (1x), Pohon Tumbang, Tanah Longsor (1x), Banjir / Genangan (1x), Tanah Longsor, Bangunan Rusak (1x), Banjir / Genangan, Tanah Longsor (1x), Korban Jiwa / Luka (1x)
Tasikmalaya;2022;430961,7;TURUN (-14.947 ton);Cuaca: Hujan Lebat (13x), Angin Kencang, Hujan Lebat (6x), Angin Kencang, Hujan Lebat, Petir (1x), Angin Kencang, Hujan Lebat, Hujan Es (1x), Angin Kencang (1x) | Dampak: Pohon Tumbang, Bangunan Rusak (4x), Pohon Tumbang (3x), Tanah Longsor, Gangguan Transportasi (3x), Banjir / Genangan, Gangguan Transportasi (2x), Banjir / Genangan (2x), Tanah Longsor (2x), Tanah Longsor, Bangunan Rusak, Gangguan Transportasi (1x), Banjir / Genangan, Tanah Longsor (1x), Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka (1x), Tanah Longsor, Korban Jiwa / Luka (1x), Banjir / Genangan, Bangunan Rusak (1x), Pohon Tumbang, Gangguan Transportasi (1x)
Tasikmalaya;2023;391379,7;TURUN (-39.582 ton);Cuaca: Hujan Lebat (11x), Angin Kencang, Hujan Lebat (4x), Hujan Lebat, Petir (1x) | Dampak: Banjir / Genangan (3x), Bangunan Rusak (2x), Tanah Longsor, Gangguan Transportasi (1x), Banjir / Genangan, Tanah Longsor (1x), Tanah Longsor (1x), Banjir / Genangan, Tanah Longsor, Bangunan Rusak, Gangguan Transportasi (1x), Tanah Longsor, Korban Jiwa / Luka (1x), Tanah Longsor, Bangunan Rusak (1x), Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi (1x), Pohon Tumbang, Gangguan Transportasi (1x), Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka (1x), Banjir / Genangan, Tanah Longsor, Bangunan Rusak (1x), Pohon Tumbang, Bangunan Rusak (1x)
Tasikmalaya;2024;353415,1;TURUN (-37.965 ton);Cuaca: Hujan Lebat (13x), Angin Kencang, Hujan Lebat (5x), Hujan Lebat, Petir (3x), Angin Kencang, Hujan Lebat, Petir (1x), Puting Beliung, Angin Kencang, Hujan Lebat, Petir (1x) | Dampak: Pohon Tumbang, Bangunan Rusak (3x), Banjir / Genangan, Gangguan Transportasi (3x), Tanah Longsor, Bangunan Rusak (2x), Tanah Longsor, Gangguan Transportasi (2x), Tanah Longsor (2x), Banjir / Genangan, Bangunan Rusak, Gangguan Transportasi (1x), Banjir / Genangan, Pohon Tumbang, Tanah Longsor, Bangunan Rusak, Gangguan Transportasi (1x), Tanah Longsor, Korban Jiwa / Luka, Gangguan Transportasi (1x), Bangunan Rusak, Gangguan Transportasi (1x), Bangunan Rusak (1x), Pohon Tumbang, Tanah Longsor, Gangguan Transportasi (1x), Banjir / Genangan, Bangunan Rusak (1x), Banjir / Genangan, Tanah Longsor (1x), Banjir / Genangan, Pohon Tumbang (1x), Banjir / Genangan, Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi (1x), Pohon Tumbang, Gangguan Transportasi (1x)

